Date,series,OPEN,HIGH,LOW,PREV_CLOSE,ltp,close,vwap,52W_H,52W_L,VOLUME,VALUE,No_of_trades
20-Dec-2022,EQ,839.75,839.75,822,840.4,827.9,828.95,827.42,860.55,628.75,2828863,2340659186.6,83436
19-Dec-2022,EQ,822.7,845.05,822,822.75,839,840.4,836.87,860.55,628.75,6397169,5353626483.5,138965
16-Dec-2022,EQ,825,832.7,819.9,826.35,822.9,822.75,824.98,860.55,628.75,4309644,3555365558.6,93171
15-Dec-2022,EQ,829,831,824.35,829.2,825.85,826.35,826.61,860.55,628.75,2996482,2476920967.15,112313
14-Dec-2022,EQ,840.65,842,828.15,838.05,828.9,829.2,831,860.55,628.75,7491333,6225279058.2,111283
13-Dec-2022,EQ,822,840,822,828.4,838.15,838.05,831.75,860.55,628.75,3832999,3188106001.05,89601
12-Dec-2022,EQ,832.6,836.95,825.4,834.9,828.5,828.4,829.9,860.55,628.75,3149823,2614026026.75,89894
09-Dec-2022,EQ,830.3,836.6,823.95,832.6,833.95,834.9,831.68,860.55,628.75,4615843,3838911518.9,99403
08-Dec-2022,EQ,833,840.2,826.3,834,832.3,832.6,834.08,860.55,628.75,4822179,4022061768.7,116319
07-Dec-2022,EQ,837.55,841.6,832,833.35,833.75,834,835.64,860.55,628.75,3771882,3151952619.35,104194
06-Dec-2022,EQ,844.9,845,829.7,844.1,834,833.35,834.71,860.55,628.75,5567349,4647114188.65,107831
05-Dec-2022,EQ,851,851.6,840.85,848.65,843.7,844.1,844.48,860.55,628.75,3311316,2796345955.2,92049
02-Dec-2022,EQ,851.4,851.95,839.1,848.6,848.9,848.65,844.74,860.55,628.75,3505272,2961058057.1,127894
01-Dec-2022,EQ,853,853.2,841.6,848.75,848,848.6,847.33,860.55,628.75,4506664,3818629525.95,121422
30-Nov-2022,EQ,834.8,852,832.6,835.85,850.8,848.75,845.05,860.55,628.75,6874390,5809234672.55,130250
29-Nov-2022,EQ,839,844.8,835,837.4,835.5,835.85,839.01,860.55,628.75,2680296,2248787693.85,82799
28-Nov-2022,EQ,840.25,852.55,836.05,846.85,838.5,837.4,841.09,860.55,628.75,3668846,3085819267.65,97644
25-Nov-2022,EQ,852,860,841.6,848.35,847.5,846.85,846.75,860.55,628.75,2991065,2532689147.9,61942
24-Nov-2022,EQ,846,851,837.75,843.25,848.95,848.35,842.6,860.55,628.75,3455310,2911444328.25,73897
23-Nov-2022,EQ,851.85,851.85,841.6,847.6,842.85,843.25,845.69,860.55,628.75,4596816,3887462402.95,107955
22-Nov-2022,EQ,853.4,860.55,845.1,851.2,847,847.6,851.25,860.55,628.75,7601660,6470902779.05,171346
21-Nov-2022,EQ,837,852.8,835,837.3,851.7,851.2,845.36,852.8,628.75,5527122,4672392641.7,182844
18-Nov-2022,EQ,849.95,851.85,831.1,846.15,837,837.3,837.89,851.85,628.75,7405949,6205339882.55,153468
17-Nov-2022,EQ,841.8,849.4,838.4,841.2,845,846.15,844.68,849.4,628.75,4545534,3839537095.55,107464
16-Nov-2022,EQ,837.5,844.05,828.05,835.25,842,841.2,834.84,844.05,628.75,3445345,2876296573.8,105406
15-Nov-2022,EQ,822.65,838.75,822.65,821.9,837.1,835.25,829.2,841.45,628.75,6229710,5165677304.8,81693
14-Nov-2022,EQ,818,830.8,817,826.9,822.55,821.9,820.48,841.45,628.75,10406576,8538431978.15,172323
11-Nov-2022,EQ,830.75,836.9,823.8,825.75,829.05,826.9,830.14,841.45,628.75,4325441,3590720582.25,96282
10-Nov-2022,EQ,819.8,830.7,817.55,819.05,826,825.75,824.81,841.45,628.75,4425290,3650021528.65,88705
09-Nov-2022,EQ,824.2,825.5,814.45,822.7,819.4,819.05,818.31,841.45,628.75,3969171,3248007545.55,131811
07-Nov-2022,EQ,817,824.05,809,816.4,822,822.7,814.93,841.45,628.75,7171570,5844340617.45,108206
04-Nov-2022,EQ,815.7,821.8,809.2,818.65,816.1,816.4,814.59,841.45,628.75,3768226,3069542041.25,90470
03-Nov-2022,EQ,809.75,824.4,804.2,809.85,817.5,818.65,817.78,841.45,628.75,5897840,4823129132.05,160802
02-Nov-2022,EQ,830,830,807.25,835.55,810.1,809.85,814.16,841.45,628.75,11729925,9550048000.9,192270
