Date,series,OPEN,HIGH,LOW,PREV_CLOSE,ltp,close,vwap,52W_H,52W_L,VOLUME,VALUE,No_of_trades
01-Nov-2022,EQ,828,841.45,821.05,832,835.35,835.55,831.6,841.45,628.75,10488759,8722433075.75,164014
31-Oct-2022,EQ,823,833.8,820,816.85,832,832,829.27,833.8,628.75,5487233,4550408261.7,166517
28-Oct-2022,EQ,819,824.4,811.3,817.1,819.5,816.85,816.7,824.4,628.75,3905093,3189279527.45,106794
27-Oct-2022,EQ,806.5,822.2,804.2,802.3,819,817.1,814.52,822.2,628.75,8159181,6645839709.85,136216
25-Oct-2022,EQ,806.15,806.35,798.7,802.1,800.2,802.3,801.95,816.75,628.75,3184277,2553637110.35,83923
24-Oct-2022,EQ,800,807.5,800,797.45,800.1,802.1,804.21,816.75,628.75,522406,420121913.85,21705
21-Oct-2022,EQ,790,802.85,789.75,792.9,795.6,797.45,798.07,816.75,628.75,4807736,3836904518.45,155438
20-Oct-2022,EQ,782,794,778.3,783.4,791,792.9,788.7,816.75,628.75,4756732,3751642724.45,96091
19-Oct-2022,EQ,787.95,788.65,779.5,783.15,784.5,783.4,783.14,816.75,628.75,5219180,4087364135.95,98760
18-Oct-2022,EQ,769.85,785.6,768.65,766,783,783.15,782.28,816.75,628.75,4391263,3435211662.4,112815
17-Oct-2022,EQ,761,771,759.85,765.95,765.65,766,764.89,816.75,628.75,4566333,3492734003.25,138509
14-Oct-2022,EQ,779.95,779.95,763.05,768.9,766.5,765.95,772.16,816.75,628.75,3608210,2786100553.8,85709
13-Oct-2022,EQ,775,779,767.65,775.55,768,768.9,770.69,816.75,628.75,2842056,2190332518.6,101132
12-Oct-2022,EQ,780.3,781.35,769.2,780.3,776.9,775.55,775.38,816.75,628.75,5984299,4640086205.5,185085
11-Oct-2022,EQ,797.5,797.5,776,792.35,778.1,780.3,786.72,816.75,628.75,3699862,2910747187.85,88508
10-Oct-2022,EQ,784.95,794.8,779.7,793.1,791.3,792.35,787.7,816.75,628.75,3519416,2772240151.3,134567
07-Oct-2022,EQ,792,796.8,784.7,788.6,793.45,793.1,792,816.75,628.75,6025982,4772583137.8,147645
06-Oct-2022,EQ,810.55,815.85,786.65,808.7,788,788.6,798.03,816.75,628.75,6503205,5189765700.35,212922
04-Oct-2022,EQ,813,816.75,807.5,803.35,809,808.7,810.85,816.75,628.75,5772140,4680327985.05,133307
03-Oct-2022,EQ,803.4,815.55,798.05,799.9,802.9,803.35,804.78,815.55,628.75,12619046,10155550869.1,194447
30-Sep-2022,EQ,765.95,809,761.45,764.65,799.6,799.9,792.87,809,628.75,7469164,5922107226.85,178969
29-Sep-2022,EQ,763.95,769,759.3,761.45,766.55,764.65,764.63,797,628.75,5413233,4139104191.65,132752
28-Sep-2022,EQ,755.5,771,755,760.6,759.5,761.45,764.69,797,628.75,5546932,4241669565.95,142267
27-Sep-2022,EQ,758.85,765,757.2,755.05,760,760.6,760.66,797,628.75,5965026,4537371673.25,106400
26-Sep-2022,EQ,769.95,771.15,753.2,771.35,755,755.05,765.49,797,628.75,13144297,10061838408.4,147296
23-Sep-2022,EQ,788,788,768.7,784.1,771,771.35,776.24,797,628.75,9271829,7197174021.55,101061
22-Sep-2022,EQ,791.2,794.8,776.35,780.2,784.6,784.1,782.65,797,628.75,7721133,6042967389,89912
21-Sep-2022,EQ,792.15,797,779,792.15,780.5,780.2,786.17,797,628.75,9966193,7835103490,128074
20-Sep-2022,EQ,786.7,796.95,785,782.75,790,792.15,792.77,796.95,628.75,7936714,6292014643.05,108503
19-Sep-2022,EQ,773.5,786,772.2,779.65,781,782.75,781.57,790.65,628.75,5760313,4502088087.6,90976
16-Sep-2022,EQ,788,788,776.45,785.1,779.2,779.65,779.48,790.65,628.75,20211162,15754163953.45,147689
15-Sep-2022,EQ,788,790.65,782,783.35,784,785.1,785.76,790.65,628.75,5485310,4310134279.05,93165
14-Sep-2022,EQ,776,788.4,775.75,784.25,785.55,783.35,783.04,788.9,628.75,6645392,5203597053.45,104937
13-Sep-2022,EQ,774,788.9,770,769.15,783.6,784.25,781.26,788.9,628.75,8335652,6512349250.65,133678
12-Sep-2022,EQ,767,771.4,764.5,765.75,768.85,769.15,769.06,781.8,628.75,2654087,2041140934.7,89956
09-Sep-2022,EQ,773,774.8,762.9,769.8,766.7,765.75,767.57,781.8,628.75,4627905,3552241017.95,151068
08-Sep-2022,EQ,759,776,757.05,753.1,769.3,769.8,768.95,781.8,628.75,10648073,8187864705,176404
07-Sep-2022,EQ,755.5,761.9,686.2,761.25,752,753.1,698.36,781.8,628.75,126794211,88548206813.5,131955
06-Sep-2022,EQ,740.4,765,740.4,740.4,759.25,761.25,756.67,781.8,628.75,10166270,7692473118,223614
05-Sep-2022,EQ,735,741.95,733.25,735,740.05,740.4,739.21,781.8,628.75,3660135,2705618118.9,124355
02-Sep-2022,EQ,725,740.9,719.65,735.05,734,735,735,781.8,590.1,5693707,4184899796,102865
01-Sep-2022,EQ,726.5,746,726.5,726.6,734.9,735.05,737.51,781.8,590.1,11869518,8753899329.8,158133
30-Aug-2022,EQ,722,730.1,711.8,720.6,725.2,726.6,722.11,781.8,590.1,8894800,6422989833.2,161097
29-Aug-2022,EQ,717.7,724.9,715.1,730.85,721.5,720.6,721.08,781.8,590.1,5878942,4239196304.5,106278
26-Aug-2022,EQ,741.5,741.5,728,741,731.2,730.85,732.2,781.8,584.3,5928897,4341157526.5,139254
25-Aug-2022,EQ,744.8,754.05,735.25,738.75,736.65,741,743.81,781.8,584.3,9849958,7326545401.35,159324
24-Aug-2022,EQ,722.85,754.2,718,737.6,736.25,738.75,732.69,781.8,584.3,14922081,10933220132.85,163801
23-Aug-2022,EQ,725,742.6,722.55,727.6,739.55,737.6,734.14,781.8,584.3,8229797,6041802015.85,114863
22-Aug-2022,EQ,731.85,734.4,724.4,732.3,729.45,727.6,728.21,781.8,584.3,8118490,5911990744.95,118704
19-Aug-2022,EQ,730.2,737.6,726,733.2,728.9,732.3,733.11,781.8,584.3,13743828,10075701596,136214
18-Aug-2022,EQ,725,736,720.9,722.95,733,733.2,731.66,781.8,584.3,10354897,7576239330.4,131619
17-Aug-2022,EQ,707,724.65,702.3,704.1,723.6,722.95,715.81,781.8,584.3,8812954,6308380545.95,164198
16-Aug-2022,EQ,715,716,700.5,709.7,704,704.1,704.91,781.8,584.3,6679663,4708571922.85,96823
12-Aug-2022,EQ,709.85,712.5,706.65,709.8,710.5,709.7,709.39,781.8,584.3,4540159,3220761090.2,95422
11-Aug-2022,EQ,718.8,719.4,705.7,715.25,709.1,709.8,711.25,781.8,584.3,7142902,5080400815.45,157513
10-Aug-2022,EQ,713.9,718,706,704.35,715.1,715.25,712.14,781.8,584.3,12201239,8688970162.35,207238
08-Aug-2022,EQ,707.95,709.85,699,703.65,704.95,704.35,704.45,781.8,584.3,5918607,4169362957.8,109974
05-Aug-2022,EQ,698,710,696.35,694.3,703.5,703.65,704.55,781.8,560,5811092,4094194767.95,127764
04-Aug-2022,EQ,698.2,698.5,680.7,693.15,693.1,694.3,690.62,781.8,560,6352142,4386901897,146389
03-Aug-2022,EQ,688,696.85,687,686.8,691.3,693.15,691.43,781.8,560,5237250,3621178448.2,185219
02-Aug-2022,EQ,700,700.3,681.15,694.45,686.05,686.8,688.22,781.8,560,6236599,4292121299.35,134319
